sonar_raw,sonar_mean,sonar_median,lidar_raw,time
6.03,6.03,6.03,7.0,1605579043.7850852
6.03,6.03,6.03,7.1,1605579046.1438313
6.03,6.03,6.03,7.1,1605579049.1261752
